﻿Type dépense;Mission;Numéro programme;Programme;Code action (si crédit budgétaire);Action (si crédit budgétaire);Affectataire (si taxe affectée);Impôt (si dépense fiscale);Code dépense;Libellé;Atténuation climat;Adaptation climat;Eau;Déchets;Pollutions;Biodiversité;Cotation globale;% 2024 (si différent de 100);% 2025 (si différent de 100);% 2026 (si différent de 100);Catégorie générale;"Exécution 2024
(CP)";"LFI 2025
(CP)
(ou prévision 2025 si dépense fiscale)";"PLF 2026
(CP)
(ou prévision 2026 si dépense fiscale)";"Dépenses fiscales : "" ε "" montant inférieur à 0,5 M€, "" nc "" montant non calculé en prévision 2026"
Crédits budgétaires;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;129-13;Ordre de la Légion d'honneur;;;129-13;Ordre de la Légion d'honneur;0;0;0;0;0;0;Neutre;;;;Régalien;30984854.0;30810819.0;30959316.0;
Crédits budgétaires;Économie;134;Développement des entreprises et régulations;134-23;Industrie et services;;;134-23;Industrie et services - garanties Bpifrance pour la décarbonation de l'industrie;2;0;0;2;2;0;Favorable;;;;Industrie;18900000.0;;;
Crédits budgétaires;Outre-mer;138;Emploi outre-mer;138-04;Financement de l'économie;;;138-04;Financement de l'économie;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;16434625.61;17094775.0;20094775.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-10;Protection et sauvegarde;;;146-10-79;Assurer la sûreté des approches, la sécurité de l'Etat, de la nation et des citoyens - Autres opérations;0;0;0;0;0;0;Neutre;;;;Régalien;51288017.89;78381427.0;104045982.0;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;155-17;Personnels de statistiques, études et recherche;;;155-17;Personnels de statistiques, études et recherche;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;22437925.14;;;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;155-33;Financement des agences régionales de santé;;;155-33;Financement des agences régionales de santé;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;;612748706.0;627141633.0;
Crédits budgétaires;Monde combattant, mémoire et liens avec la Nation;169;Liens entre la Nation et son armée;169-03;Reconnaissance envers le monde combattant;;;169-03-39;IGESA - Maisons ATHOS;0;0;0;0;0;0;Neutre;;;;Régalien;;;6080000.0;
Crédits budgétaires;Cohésion des territoires;177;Hébergement, parcours vers le logement et insertion des personnes vulnérables;177-12;Hébergement et logement adapté;;;177-12;Hébergement et logement adapté;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;3073791657.6699996;2917825669.0;3028677587.0;
Crédits budgétaires;Régimes sociaux et de retraite;197;Régimes de retraite et de sécurité sociale des marins;197-01;Régimes de retraite et de sécurité sociale des marins;;;197-01;Régimes de retraite et de sécurité sociale des marins;0;0;0;0;0;0;Neutre;;;;Pensions;774486123.0;772145015.0;801946399.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";;;212-50-01;Renseignement extérieur;0;0;0;0;0;0;Neutre;;;;Régalien;583303985.76;586434782.0;595507939.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;;;212-64-07;Personnel de l'action sociale;0;0;0;0;0;0;Neutre;;;;Régalien;65264651.84;68014680.0;65056807.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-66;Rayonnement et contribution extérieure;;;212-66-06;Pilotage, soutien et communication -  Secrétariat général de la défense et de la sécurité nationale;0;0;0;0;0;0;Neutre;;;;Régalien;21207340.0;27749168.0;23867517.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;;;212-67-08;Agence ministérielle de l'intelligence artificielle de Défense;0;0;0;0;0;0;Neutre;;;;Régalien;;15959580.0;26048633.0;
Crédits budgétaires;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;216-11;Equipements de vidéo-protection et de surveillance électronique du ministère de l'intérieur, des collectivités et des acteurs privés;;;216-11;Equipements de vidéo-protection et de surveillance électronique du ministère de l'intérieur, des collectivités et des acteurs privés;0;0;0;0;0;0;Neutre;;;;Régalien;16465039.979999999;31956059.0;26125022.0;
Crédits budgétaires;Enseignement scolaire;230;Vie de l'élève;230-07;Scolarisation à 3 ans;;;230-07;Scolarisation à 3 ans;0;0;0;0;0;0;Neutre;;;;Éducation;69384957.13;43964770.0;;
Crédits budgétaires;Écologie, développement et mobilité durables;235;Sûreté nucléaire et radioprotection;235-01;Personnels œuvrant pour la politique en matière de sûreté nucléaire et radio-protection;;;235-01;Personnels œuvrant pour la politique en matière de sûreté nucléaire et radio-protection;2;2;0;2;2;0;Favorable;;;;Énergie;214915216.0;212181119.0;215957794.0;
Crédits budgétaires;Gestion des finances publiques;302;Facilitation et sécurisation des échanges;302-03;Préservation de la sécurité et de la sûreté de l'espace national et européen;;;302-03;Préservation de la sécurité et de la sûreté de l'espace national et européen;0;0;0;0;0;0;Neutre;;;;Régalien;156185390.16;176356180.0;185773984.0;
Crédits budgétaires;Écologie, développement et mobilité durables;345;Service public de l'énergie;345-11;Soutien dans les zones non interconnectées au réseau métropolitain;;;345-11-01;Soutien à la transition énergétique dans les ZNI;3;2;2;2;2;0;Favorable;;;;Énergie;;;13381917.0;
Crédits budgétaires;Écologie, développement et mobilité durables - Plan de relance;362;Écologie - mise en extinction du plan de relance;362-03;Décarbonation de l'industrie;;;362-03;Décarbonation de l'industrie;3;0;0;2;1;0;Favorable;;;;Plan de relance;66445150.12;;;
Crédits budgétaires;Transformation et fonction publiques;368;Conduite et pilotage de la transformation et de la fonction publiques;368-01;Accompagnement des transformations des ressources humaines (DGAFP/CISIRH);;;368-01;Accompagnement des transformations des ressources humaines (DGAFP/CISIRH);0;0;0;0;0;0;Neutre;;;;Neutre - autres;32545533.720000003;37358624.0;35778938.0;
Crédits budgétaires;Écologie, développement et mobilité durables;380;Fonds d'accélération de la transition écologique dans les territoires;380-03;Amélioration du cadre de vie;;;380-03;Amélioration du cadre de vie;2;2;2;2;2;2;Favorable;;;;Collectivités;190963196.91;340585552.0;403112689.0;
Crédits budgétaires;Investir pour la France de 2030;422;Valorisation de la recherche;422-05;Accélération du développement des écosystèmes d'innovation performants;;;422-05;Accélération du développement des écosystèmes d'innovation performants - ADEME;3;3;3;3;3;3;Favorable;;0.1773049645390071;0.09091071617836005;Industrie;;2000000.0;2486600.0;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-01;Programmes et équipements prioritaires de recherche;;;424-01;Programmes et équipements prioritaires de recherche ANR NC;;;;;;;NC;0.23239037468017562;0.23239037468017565;0.22523227977691787;Non coté - autres;12549080.232729483;2556294.12148193;54055747.14646029;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-04;Soutien au déploiement;;;424-04;Soutien au déploiement - DGA neutre;0;0;0;0;0;0;Neutre;0.0010904234449306959;0.0051360929886940495;0.004003909236695484;Neutre - autres;1831858.40707965;4722123.893805309;5943362.83185841;
Crédits budgétaires;Contrôle et exploitation aériens;614;Transports aériens, surveillance et certification;614-02;Surveillance et certification;;;614-02;Surveillance et certification;0;0;0;0;0;0;Neutre;;;;Neutre - autres;32121121.009999998;25061230.0;25555880.0;
Crédits budgétaires;Contrôle de la circulation et du stationnement routiers;753;Contrôle et modernisation de la politique de la circulation et du stationnement routiers;753-01;Déploiement du procès-verbal électronique;;;753-01;Déploiement du procès-verbal électronique;;;;;;;NC;;;;Non coté - autres;26200000.0;26180665.0;26180665.0;
Crédits budgétaires;Audiovisuel public;375;France Médias Monde;MP/MT - LFI 2025;MP/MT - Mesure de périmètre/transfert - LFI 2025;;;MP/MT - LFI 2025;MP/MT - Mesure de périmètre/transfert - LFI 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-302883551.0;;;
Crédits budgétaires;Avances à l'audiovisuel public;844;France Médias Monde;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-299202200.0;;;
Crédits budgétaires;Sécurités;152;Gendarmerie nationale;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Régalien;-3909909388.76;-3999423319.0;-4041155439.0;
Taxes affectées plafonnées;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;Établissements publics fonciers (EPF : un par région);;EPF-TA20;Taxes spéciales d'équipement - affectées aux Établissements publics fonciers (EPF);0;0;0;2;2;0;Favorable;;;;Bâtiments;313489000.0;320989000.0;330231000.0;
Taxes affectées plafonnées;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;;;Société des Grands Projets (SGP);;AFF14-TA21;Taxe annuelle sur les locaux à usage de bureaux, les locaux commerciaux, les locaux de stockage et les surfaces de stationnement perçue dans la région Ile-de-France (TSB) - affectée à la Société des Grands Projets (SGP);2;0;0;-1;2;0;Mixte;;;;Transports;718000000.0;782000000.0;832489406.0;
Dépenses fiscales;Outre-mer;123;Conditions de vie outre-mer;;;;Impôt sur le revenu;110256;Réduction d'impôt au titre des investissements effectués dans le secteur du logement social dans les collectivités d'outre-mer et en Nouvelle-Calédonie;0;0;0;0;0;0;Neutre;0.8;0.8;0.8;Dépenses fiscales;12000000.0;9600000.0;9600000.0;
Dépenses fiscales;Cohésion des territoires;147;Politique de la ville;;;;Impôts locaux;50110;Exonération des immeubles situés dans un quartier prioritaire de la politique de la ville (QPV) et rattachés à un établissement implanté dans un QPV pouvant bénéficier de l'exonération de cotisation foncière des entreprises;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;ε
Dépenses fiscales;Outre-mer;123;Conditions de vie outre-mer;;;;Taxe sur la valeur ajoutée;710108;Exonération des livraisons de biens dans certaines communes de Guadeloupe ou de Martinique réalisées auprès des touristes effectuant une croisière;-1;0;0;0;-1;0;Défavorable;;;;Transports;;;;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Droits d'enregistrement et de timbre;530203;Exonération des cessions de parts de fonds communs de placement à risques, de certains fonds professionnels spécialisés, de fonds professionnels de capital investissement et de sociétés de libre partenariat;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;47000000.0;47000000.0;47000000.0;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Impôt sur les sociétés;320141;Imposition au taux réduit de 19 % des plus-values de cession de locaux professionnels ou de terrains à bâtir, situés dans les zones les plus tendues, au profit d’une personne morale, sous réserve que le cessionnaire s’engage à transformer ces immeubles en locaux dont la surface d’habitation représente au moins 75% ou à y construire de tels locaux dans un délai de 4 ans, ou un délai de 6 ans s’agissant des programmes immobiliers les plus importants. Une prolongation de ce délai, n’excédant pas une année et renouvelable une fois, peut être accordée sur demande de l’acquéreur.;-1;0;0;0;0;-1;Défavorable;;;;Bâtiments;3000000.0;3000000.0;3000000.0;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Impôt sur le revenu et impôt sur les sociétés;230105;Déduction exceptionnelle en faveur de l’investissement des entreprises utilisatrices d’engins fonctionnant au GNR dans l’acquisition de matériels fonctionnant avec des carburants alternatifs;1;0;0;0;1;0;Favorable;;;;Industrie;4000000.0;3000000.0;3000000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Impôt sur le revenu;110269;Réduction d’impôt sur le revenu en faveur des logements donnés en location dans le cadre d’une convention ANAH (dispositif Loc’Avantages);2;2;0;0;0;0;Favorable;;;;Bâtiments;5000000.0;10000000.0;10000000.0;
Dépenses fiscales;Outre-mer;138;Emploi outre-mer;;;;Taxe sur la valeur ajoutée;710107;Exonération de TVA des ventes et importations de riz à La Réunion;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;ε
Dépenses fiscales;Engagements financiers de l'État;145;Épargne;;;;Droits d'enregistrement et de timbre;550106;Exonération des rachats de parts de fonds communs de placement et de parts de fonds de placement immobilier;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Taxe sur la valeur ajoutée;730302;Taux de 2,10 % applicable aux ventes d'animaux de boucherie et de charcuterie à des personnes non assujetties à la TVA;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;4000000.0;4000000.0;4000000.0;
Dépenses fiscales;Anciens combattants, mémoire et liens avec la nation;169;Liens entre la Nation et son armée;;;;Impôt sur le revenu;120126;Exonération des pensions servies en vertu des dispositions du code des pensions militaires d'invalidité et des victimes de guerre, de la retraite du combattant et des retraites mutuelles servies aux anciens combattants et aux victimes de guerre, ainsi que de certaines allocations servies aux anciens harkis et assimilées ou à leurs ayant droits;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;93000000.0;79000000.0;65000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;;;;Accise sur les énergies;820204;Tarif réduit pour l’électricité consommée par les transports collectifs ferroviaires et routiers (train, métro, tramway, câble, autobus hybride rechargeable et électrique, trolleybus);2;0;0;0;2;0;Favorable;;;;Transports;139000000.0;219000000.0;209000000.0;
Dépenses fiscales;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;;;;Autres droits;940201;Réduction de la masse en ordre de marche, prise en compte dans le tarif de la taxe, à hauteur de 200 kg par enfant à charge ou accueilli au titre de l’aide sociale, lorsque le nombre d’enfants au sein du foyer fiscal est d’au moins trois;-1;0;0;-1;-1;0;Défavorable;;;;Transports;1000000.0;2000000.0;2000000.0;
Dépenses fiscales;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;;;;Impôt sur le revenu;110102;Demi-part supplémentaire pour les contribuables vivant seuls ayant eu à titre exclusif ou principal, en vivant seuls, la charge d'enfants pendant au moins cinq ans;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;674000000.0;684000000.0;684000000.0;
